event_date,f1name,f2name,f1result,f2result,method,method_d,round,time
12/20/14,Leandro Issa,Yuta Sasaki,win,loss,Submission,Neck Crank,2,4:13
11/8/14,Leandro Silva,Charlie Brenneman,win,loss,Submission,Rear-Naked Choke,1,4:15
3/21/15,Leandro Silva,Drew Dober,NC,NC,NC,Overturned by CABMMA,2,2:45
6/27/15,Leandro Silva,Lewis Gonzalez,win,loss,Decision,Unanimous,3,5:00
11/21/15,Leandro Silva,Efrain Escudero,win,loss,Decision,Unanimous,3,5:00
1/31/04,Lee Murray,Jorge Rivera,win,loss,Submission,Triangle Armbar,1,1:45
4/11/15,Leon Edwards,Seth Baczynski,win,loss,KO,Punches,1,0:08
7/18/15,Leon Edwards,Pawel Pawlak,win,loss,Decision,Unanimous,3,5:00
6/23/07,Leonard Garcia,Allen Berube,win,loss,Submission,Rear-Naked Choke,1,4:22
12/4/10,Leonard Garcia,Nam Phan,win,loss,Decision,Split,3,5:00
3/21/15,Leonardo Mafra Texeira,Cain Carrizosa,win,loss,Decision,Unanimous,3,5:00
6/8/13,Leonardo Santos,William Macario,win,loss,Submission,Arm-Triangle Choke,2,4:43
3/23/14,Leonardo Santos,Norman Parke,draw,draw,Draw,Majority,3,5:00
9/13/14,Leonardo Santos,Efrain Escudero,win,loss,Decision,Unanimous,3,5:00
3/21/15,Leonardo Santos,Tony Martin,win,loss,Submission,Rear-Naked Choke,2,2:29
12/12/15,Leonardo Santos,Kevin Lee,win,loss,TKO,Punches,1,3:26
7/16/14,Leslie Smith,Jessamyn Duke,win,loss,TKO,Punches,1,2:24
5/16/15,Levan Makashvili,Mark Eddiva,win,loss,Decision,Split,3,5:00
3/1/14,Lipeng Zhang,Sai Wang,win,loss,Decision,Split,3,5:00
8/23/14,Lipeng Zhang,Brendan O'Reilly,win,loss,Decision,Unanimous,3,5:00
7/27/13,Liz Carmouche,Jessica Andrade,win,loss,TKO,Punches and Elbows,2,3:57
4/4/15,Liz Carmouche,Lauren Murphy,win,loss,Decision,Unanimous,3,5:00
12/13/06,Logan Clark,Steve Byrnes,win,loss,Decision,Unanimous,3,5:00
11/6/13,Lorenz Larkin,Chris Camozzi,win,loss,Decision,Unanimous,3,5:00
1/18/15,Lorenz Larkin,John Howard,win,loss,TKO,Punches,1,2:17
6/27/15,Lorenz Larkin,Santiago Ponzinibbio,win,loss,TKO,Punches,2,3:07
5/5/12,Louis Gaudinot,John Lineker,win,loss,Technical,Submission (Guillotine Choke,2,4:54
3/8/14,Louis Gaudinot,Phil Harris,NC,NC,NC,Overturned by Promoter,1,1:13
1/15/14,Louis Smolka,Alptekin Ozkilic,win,loss,Decision,Unanimous,3,5:00
11/7/14,Louis Smolka,Richie Vaculik,win,loss,KO,Side Kick and Punches,3,0:18
7/11/15,Louis Smolka,Neil Seery,win,loss,Decision,Unanimous,3,5:00
10/24/15,Louis Smolka,Patrick Holohan,win,loss,Submission,Rear-Naked Choke,2,4:09
5/18/13,Lucas Martins,Jeremy Larsen,win,loss,KO,Punch,3,0:13
9/4/13,Lucas Martins,Ramiro Hernandez,win,loss,Technical,Submission (Rear-Naked Choke,1,1:10
7/16/14,Lucas Martins,Alex White,win,loss,KO,Punches,3,2:08
6/24/06,Luigi Fioravanti,Solomon Hutcherson,win,loss,KO,Punch,1,4:15
12/13/06,Luigi Fioravanti,Dave Menne,win,loss,TKO,Punches,1,4:44
3/1/08,Luigi Fioravanti,Luke Cummo,win,loss,Decision,Unanimous,3,5:00
12/10/08,Luigi Fioravanti,Brodie Farber,win,loss,Decision,Unanimous,3,5:00
6/7/08,Luiz Cane,Jason Lambert,win,loss,TKO,Punches,1,2:07
10/18/08,Luiz Cane,Rameau Thierry Sokoudjou,win,loss,TKO,Punches,2,4:15
4/18/09,Luiz Cane,Steve Cantwell,win,loss,Decision,Unanimous,3,5:00
3/19/11,Luiz Cane,Eliot Marshall,win,loss,TKO,Punches,1,2:15
4/13/13,Luke Barnatt,Collin Hart,win,loss,Decision,Unanimous,3,5:00
10/26/13,Luke Barnatt,Andrew Craig,win,loss,Submission,Rear-Naked Choke,2,2:12
3/8/14,Luke Barnatt,Mats Nilsson,win,loss,TKO,Head Kick and Punches,1,3:24
4/6/06,Luke Cummo,Jason Von Flue,win,loss,Decision,Unanimous,3,5:00
4/7/07,Luke Cummo,Josh Haynes,win,loss,KO,Punch,2,2:45
9/19/07,Luke Cummo,Edilberto de Oliveira,win,loss,TKO,Punches,1,1:45
1/15/14,Luke Rockhold,Costas Philippou,win,loss,KO,Kick to the Body,1,2:31
4/26/14,Luke Rockhold,Tim Boetsch,win,loss,Submission,Inverted Triangle Kimura,1,2:08
11/7/14,Luke Rockhold,Michael Bisping,win,loss,Submission,Guillotine Choke,2,0:57
4/18/15,Luke Rockhold,Lyoto Machida,win,loss,Submission,Rear-Naked Choke,2,2:31
12/12/15,Luke Rockhold,Chris Weidman,win,loss,TKO,Punches,4,3:12
1/17/16,Luke Sanders,Maximo Blanco,win,loss,Submission,Rear-Naked Choke,1,3:38
7/5/14,Luke Zachrich,Guilherme Vasconcelos,win,loss,Decision,Unanimous,3,5:00
7/15/15,Lyman Good,Andrew Craig,win,loss,KO,Punches,2,3:37
2/3/07,Lyoto Machida,Sam Hoger,win,loss,Decision,Unanimous,3,5:00
4/21/07,Lyoto Machida,David Heath,win,loss,Decision,Unanimous,3,5:00
9/22/07,Lyoto Machida,Kazuhiro Nakamura,win,loss,Decision,Unanimous,3,5:00
12/29/07,Lyoto Machida,Rameau Thierry Sokoudjou,win,loss,Submission,Arm-Triangle Choke,2,4:20
5/24/08,Lyoto Machida,Tito Ortiz,win,loss,Decision,Unanimous,3,5:00
1/31/09,Lyoto Machida,Thiago Silva,win,loss,KO,Punches,1,4:59
5/23/09,Lyoto Machida,Rashad Evans,win,loss,KO,Punches,2,3:57
10/24/09,Lyoto Machida,Mauricio Rua,win,loss,Decision,Unanimous,5,5:00
4/30/11,Lyoto Machida,Randy Couture,win,loss,KO,Front Kick,2,1:05
8/4/12,Lyoto Machida,Ryan Bader,win,loss,KO,Punches,2,1:32
2/23/13,Lyoto Machida,Dan Henderson,win,loss,Decision,Split,3,5:00
10/26/13,Lyoto Machida,Mark Munoz,win,loss,KO,Head Kick,1,3:10
2/15/14,Lyoto Machida,Gegard Mousasi,win,loss,Decision,Unanimous,5,5:00
12/20/14,Lyoto Machida,C.B. Dollaway,win,loss,TKO,Kick to the Body and Punches,1,1:02
12/8/07,Mac Danzig,Tom Speer,win,loss,Submission,Rear-Naked Choke,1,2:01
4/19/08,Mac Danzig,Mark Bocek,win,loss,Submission,Rear-Naked Choke,3,3:48
2/6/10,Mac Danzig,Justin Buchholz,win,loss,Decision,Unanimous,3,5:00
12/11/10,Mac Danzig,Joe Stevenson,win,loss,KO,Punch,1,1:54
4/21/12,Mac Danzig,Efrain Escudero,win,loss,Decision,Unanimous,3,5:00
3/26/11,Mackens Semerzier,Alex Caceres,win,loss,Submission,Rear-Naked Choke,1,3:18
8/31/13,Magnus Cedenblad,Jared Hamman,win,loss,Submission,Guillotine Choke,1,0:57
5/31/14,Magnus Cedenblad,Krzysztof Jotko,win,loss,Submission,Guillotine Choke,2,4:59
10/4/14,Magnus Cedenblad,Scott Askham,win,loss,Decision,Unanimous,3,5:00
6/20/15,Magomed Mustafaev,Piotr Hallmann,win,loss,TKO,Doctor Stoppage,2,3:24
12/12/15,Magomed Mustafaev,Joe Proctor,win,loss,TKO,Knees and Punches,1,1:54
11/20/10,Maiquel Falcao,Gerald Harris,win,loss,Decision,Unanimous,3,5:00
1/4/14,Mairbek Taisumov,Tae Hyun Bang,win,loss,Decision,Unanimous,3,5:00
10/4/14,Mairbek Taisumov,Marcin Bandel,win,loss,TKO,Punches,1,1:01
1/24/15,Mairbek Taisumov,Anthony Christodoulou,win,loss,KO,Punches,2,0:38
6/20/15,Mairbek Taisumov,Alan Patrick Silva Alves,win,loss,TKO,Head Kick and Punches,2,1:30
1/24/15,Makwan Amirkhani,Andy Ogle,win,loss,TKO,Flying Knee and Punches,1,0:08
6/20/15,Makwan Amirkhani,Masio Fullen,win,loss,Submission,Rear-Naked Choke,1,1:41
12/29/07,Manny Gamburyan,Nate Mohr,win,loss,Submission,Achilles Lock,1,1:31
4/2/08,Manny Gamburyan,Jeff Cox,win,loss,Submission,Guillotine Choke,1,1:41
8/4/12,Manny Gamburyan,Michihiro Omigawa,win,loss,Decision,Unanimous,3,5:00
8/17/13,Manny Gamburyan,Cole Miller,win,loss,Decision,Unanimous,3,5:00
9/27/14,Manny Gamburyan,Cody Gibson,win,loss,Submission,Guillotine Choke,2,4:56
7/15/15,Manny Gamburyan,Scott Jorgensen,win,loss,Decision,Unanimous,3,5:00
7/11/12,Marcelo Guimaraes,Daniel Stittgen,win,loss,Decision,Split,3,5:00
6/28/14,Marcelo Guimaraes,Andy Enz,win,loss,Decision,Split,3,5:00
5/7/99,Marcelo Mello,Dave Roberts,win,loss,TKO,Punches,1,1:23
10/7/05,Marcio Cruz,Keigo Kunihara,win,loss,Submission,Rear Naked Choke,2,1:02
2/4/06,Marcio Cruz,Frank Mir,win,loss,TKO,Punches and Elbows,1,4:10
11/15/14,Marco Beltran,Marlon Vera,win,loss,Decision,Unanimous,3,5:00
11/28/15,Marco Beltran,Guangyou Ning,win,loss,Decision,Split,3,5:00
11/21/15,Marco Polo Reyes,Cesar Arzamendia,win,loss,KO,Punch,1,3:42
9/8/95,Marco Ruas,Paul Varelans,win,loss,TKO,Strikes,1,13:17
9/8/95,Marco Ruas,Remco Pardoel,win,loss,Submission,Position,1,12:27
9/8/95,Marco Ruas,Larry Cureton,win,loss,Submission,Heel Hook,1,3:23
5/31/14,Marcos Rogerio de Lima,Richardson Moreira,win,loss,KO,Punches,1,0:20
12/20/14,Marcos Rogerio de Lima,Igor Pokrajac,win,loss,TKO,Punches,1,1:59
6/23/12,Marcos Vinicius Borges Pancini,Wagner Campos,win,loss,TKO,Knees and Punches,3,1:04
11/17/07,Marcus Aurelio,Luke Caudillo,win,loss,TKO,Punches,1,4:29
4/2/08,Marcus Aurelio,Ryan Roberts,win,loss,Submission,Armbar,1,0:16
12/16/94,Marcus Bossett,Eldo Dias Xavier,win,loss,KO,,1,4:55
12/3/11,Marcus Brimage,Stephen Bass,win,loss,Decision,Unanimous,3,5:00
4/21/12,Marcus Brimage,Maximo Blanco,win,loss,Decision,Split,3,5:00
9/22/12,Marcus Brimage,Jim Hettes,win,loss,Decision,Unanimous,3,5:00
11/7/14,Marcus Brimage,Jumabieke Tuerxun,win,loss,KO,Head Kick,1,2:58
10/10/06,Marcus Davis,Forrest Petz,win,loss,Submission,Guillotine Choke,1,4:58
12/13/06,Marcus Davis,Shonie Carter,win,loss,Decision,Unanimous,3,5:00
4/7/07,Marcus Davis,Pete Spratt,win,loss,Submission,Achilles Lock,2,2:57
6/16/07,Marcus Davis,Jason Tan,win,loss,KO,Punch,1,1:15
9/8/07,Marcus Davis,Paul Taylor,win,loss,Submission,Armbar,1,4:14
1/19/08,Marcus Davis,Jess Liaudin,win,loss,KO,Punch,1,1:04
10/18/08,Marcus Davis,Paul Kelly,win,loss,Submission,Guillotine Choke,2,2:16
1/17/09,Marcus Davis,Chris Lytle,win,loss,Decision,Split,3,5:00
5/8/10,Marcus Davis,Jonathan Goulet,win,loss,TKO,Punches,2,1:23
10/5/12,Marcus LeVesseur,Carlo Prater,win,loss,Decision,Split,3,5:00
6/12/10,Mario Miranda,David Loiseau,win,loss,TKO,Punches,2,4:07
1/3/15,Marion Reneau,Alexis Dufresne,win,loss,Decision,Unanimous,3,5:00
2/22/15,Marion Reneau,Jessica Andrade,win,loss,Submission,Triangle Choke,1,1:54
12/29/07,Mark Bocek,Douglas Evans,win,loss,Decision,Unanimous,3,5:00
11/15/08,Mark Bocek,Alvin Robinson,win,loss,Submission,Rear-Naked Choke,3,3:16
4/18/09,Mark Bocek,David Bielkheden,win,loss,Submission,Rear-Naked Choke,1,4:57
12/5/09,Mark Bocek,Joe Brammer,win,loss,Submission,Rear-Naked Choke,1,3:36
12/11/10,Mark Bocek,Dustin Hazelett,win,loss,Submission,Triangle Choke,1,2:33
12/10/11,Mark Bocek,Nik Lentz,win,loss,Decision,Unanimous,3,5:00
4/21/12,Mark Bocek,John Alessio,win,loss,Decision,Unanimous,3,5:00
4/16/14,Mark Bocek,Mike de la Torre,win,loss,Decision,Split,3,5:00
7/12/96,Mark Coleman,Don Frye,win,loss,TKO,Punches,1,11:34
7/12/96,Mark Coleman,Gary Goodridge,win,loss,Submission,Exhaustion,1,7:00
7/12/96,Mark Coleman,Moti Horenstein,win,loss,Submission,Punches,1,2:43
9/20/96,Mark Coleman,Brian Johnston,win,loss,Submission,Strikes,1,2:20
9/20/96,Mark Coleman,Julian Sanchez,win,loss,Submission,Choke,1,0:45
2/7/97,Mark Coleman,Dan Severn,win,loss,Submission,Neck Crank,1,2:57
7/11/09,Mark Coleman,Stephan Bonnar,win,loss,Decision,Unanimous,3,5:00
3/1/14,Mark Eddiva,Jumabieke Tuerxun,win,loss,Decision,Unanimous,3,5:00
9/8/95,Mark Hall,Harold Howard,win,loss,Submission,Strikes,1,1:41
5/17/96,Mark Hall,Koji Kitao,win,loss,TKO,Doctor Stoppage - Broken Nose,1,0:40
12/7/96,Mark Hall,Felix Mitchell,win,loss,TKO,Punches,1,1:45
3/4/06,Mark Hominick,Yves Edwards,win,loss,Submission,Triangle Armbar,2,1:52
6/28/06,Mark Hominick,Jorge Gurgel,win,loss,Decision,Unanimous,3,5:00
1/22/11,Mark Hominick,George Roop,win,loss,TKO,Punches,1,1:28
11/17/00,Mark Hughes,Alex Stiebling,win,loss,Decision,Unanimous,2,5:00
2/27/11,Mark Hunt,Chris Tuchscherer,win,loss,KO,Punch,2,1:41
9/24/11,Mark Hunt,Ben Rothwell,win,loss,Decision,Unanimous,3,5:00
2/26/12,Mark Hunt,Cheick Kongo,win,loss,TKO,Punches,1,2:11
3/3/13,Mark Hunt,Stefan Struve,win,loss,TKO,Punches,3,1:44
12/7/13,Mark Hunt,Antonio Silva,draw,draw,Draw,Majority,5,5:00
9/20/14,Mark Hunt,Roy Nelson,win,loss,KO,Punch,2,3:00
11/14/15,Mark Hunt,Antonio Silva,win,loss,TKO,Punches,1,3:41
7/27/97,Mark Kerr,Dan Bobish,win,loss,Submission,Chin to the Eye,1,1:38
7/27/97,Mark Kerr,Moti Horenstein,win,loss,TKO,Punches,1,2:22
10/17/97,Mark Kerr,Dwayne Cason,win,loss,Submission,Rear-Naked Choke,1,0:53
10/17/97,Mark Kerr,Greg Stott,win,loss,KO,Knee,1,0:17
8/29/09,Mark Munoz,Nick Catone,win,loss,Decision,Split,3,5:00
1/2/10,Mark Munoz,Ryan Jensen,win,loss,Submission,Punches,1,2:30
4/10/10,Mark Munoz,Kendall Grove,win,loss,TKO,Punches,2,2:50
11/20/10,Mark Munoz,Aaron Simpson,win,loss,Decision,Unanimous,3,5:00
3/3/11,Mark Munoz,C.B. Dollaway,win,loss,KO,Punches,1,0:54
6/11/11,Mark Munoz,Demian Maia,win,loss,Decision,Unanimous,3,5:00
11/5/11,Mark Munoz,Chris Leben,win,loss,TKO,Corner Stoppage,2,5:00
7/6/13,Mark Munoz,Tim Boetsch,win,loss,Decision,Unanimous,3,5:00
5/16/15,Mark Munoz,Luke Barnatt,win,loss,Decision,Unanimous,3,5:00
5/17/96,Mark Schultz,Gary Goodridge,win,loss,TKO,Cut,1,12:00
7/13/02,Mark Weir,Eugene Jackson,win,loss,KO,Punch,1,0:10
8/8/15,Marlon Vera,Roman Salazar,win,loss,Submission,Triangle Armbar,2,2:15
8/17/06,Martin Kampmann,Crafton Wallace,win,loss,Submission,Rear-Naked Choke,1,2:59
11/11/06,Martin Kampmann,Thales Leites,win,loss,Decision,Unanimous,3,5:00
3/3/07,Martin Kampmann,Drew McFedries,win,loss,Submission,Arm-Triangle Choke,1,4:06
6/7/08,Martin Kampmann,Jorge Rivera,win,loss,Submission,Guillotine Choke,1,2:44
1/17/09,Martin Kampmann,Alexandre Barros,win,loss,TKO,Punches,2,3:07
4/1/09,Martin Kampmann,Carlos Condit,win,loss,Decision,Split,3,5:00
1/2/10,Martin Kampmann,Jacob Volkmann,win,loss,Submission,Guillotine Choke,1,4:03
6/12/10,Martin Kampmann,Paulo Thiago,win,loss,Decision,Unanimous,3,5:00
11/19/11,Martin Kampmann,Rick Story,win,loss,Decision,Unanimous,3,5:00
3/3/12,Martin Kampmann,Thiago Alves,win,loss,Submission,Guillotine Choke,3,4:12
6/1/12,Martin Kampmann,Jake Ellenberger,win,loss,TKO,Knee,2,1:40
2/2/08,Marvin Eastman,Terry Martin,win,loss,Decision,Unanimous,3,5:00
4/11/15,Maryna Moroz,Joanne Calderwood,win,loss,Submission,Armbar,1,1:30
9/20/14,Masanori Kanehara,Alex Caceres,win,loss,Decision,Unanimous,3,5:00
2/28/15,Masio Fullen,Alex Torres,win,loss,Decision,Split,3,5:00
11/7/15,Matheus Nicolau Pereira,Bruno Rodrigues,win,loss,Submission,Japanese Necktie,3,3:27
12/8/07,Matt Arroyo,John Kolosci,win,loss,Submission,Armbar,1,4:42
6/21/08,Matt Brown,Matt Arroyo,win,loss,TKO,Punches,2,3:40
11/15/08,Matt Brown,Ryan Thomas,win,loss,Submission,Armbar,2,0:57
3/7/09,Matt Brown,Pete Sell,win,loss,TKO,Punches,1,1:32
11/14/09,Matt Brown,James Wilks,win,loss,TKO,Punches,3,2:27
6/26/11,Matt Brown,John Howard,win,loss,Decision,Unanimous,3,5:00
2/4/12,Matt Brown,Chris Cope,win,loss,TKO,Punches,2,1:19
4/21/12,Matt Brown,Stephen Thompson,win,loss,Decision,Unanimous,3,5:00
6/22/12,Matt Brown,Luis Ramos,win,loss,TKO,Knees and Punches,2,4:20
12/8/12,Matt Brown,Mike Swick,win,loss,KO,Punches,2,2:31
4/20/13,Matt Brown,Jordan Mein,win,loss,TKO,Elbows,2,1:00
8/17/13,Matt Brown,Mike Pyle,win,loss,KO,Punches,1,0:29
5/10/14,Matt Brown,Erick Silva,win,loss,TKO,Punches,3,2:11
7/11/15,Matt Brown,Tim Means,win,loss,Submission,Guillotine Choke,1,4:44
2/22/15,Matt Dwyer,William Macario,win,loss,KO,Superman Punch,1,3:14
10/20/07,Matt Grice,Jason Black,win,loss,Decision,Split,3,5:00
6/8/12,Matt Grice,Leonard Garcia,win,loss,Decision,Unanimous,3,5:00
6/24/06,Matt Hamill,Jesse Forbes,win,loss,TKO,Punches,1,4:47
10/10/06,Matt Hamill,Seth Petruzelli,win,loss,Decision,Unanimous,3,5:00
3/3/07,Matt Hamill,Rex Holman,win,loss,TKO,Punches,1,4:00
4/2/08,Matt Hamill,Tim Boetsch,win,loss,TKO,Punches,2,1:25
12/27/08,Matt Hamill,Reese Andy,win,loss,TKO,Punches,2,2:19
3/7/09,Matt Hamill,Mark Munoz,win,loss,KO,Head Kick,1,3:53
12/5/09,Matt Hamill,Jon Jones,win,loss,DQ,Illegal Downward Elbows,1,4:14
6/19/10,Matt Hamill,Keith Jardine,win,loss,Decision,Majority,3,5:00
10/23/10,Matt Hamill,Tito Ortiz,win,loss,Decision,Unanimous,3,5:00
9/22/12,Matt Hamill,Roger Hollett,win,loss,Decision,Unanimous,3,5:00
8/23/14,Matt Hobar,Aaron Phillips,win,loss,Decision,Unanimous,3,5:00
9/24/99,Matt Hughes,Valeri Ignatov,win,loss,Decision,Unanimous,3,5:00
6/9/00,Matt Hughes,Marcelo Aguiar,win,loss,TKO,Doctor Stoppage,1,4:34
11/2/01,Matt Hughes,Carlos Newton,win,loss,KO,Slam,2,1:27
3/22/02,Matt Hughes,Hayato Sakurai,win,loss,TKO,Punches,4,3:01
7/13/02,Matt Hughes,Carlos Newton,win,loss,TKO,Punches,4,3:27
11/22/02,Matt Hughes,Gil Castillo,win,loss,TKO,Cut,1,5:00
4/25/03,Matt Hughes,Sean Sherk,win,loss,Decision,Unanimous,5,5:00
11/21/03,Matt Hughes,Frank Trigg,win,loss,Submission,Rear-Naked Choke,1,3:54
6/19/04,Matt Hughes,Renato Verissimo,win,loss,Decision,Unanimous,3,5:00
10/22/04,Matt Hughes,Georges St. Pierre,win,loss,Submission,Armbar,1,4:59
4/16/05,Matt Hughes,Frank Trigg,win,loss,Submission,Rear-Naked Choke,1,4:05
11/19/05,Matt Hughes,Joe Riggs,win,loss,Submission,Kimura,1,3:28
5/27/06,Matt Hughes,Royce Gracie,win,loss,TKO,Punches,1,4:39
9/23/06,Matt Hughes,B.J. Penn,win,loss,TKO,Punches,3,3:53
3/3/07,Matt Hughes,Chris Lytle,win,loss,Decision,Unanimous,3,5:00
5/23/09,Matt Hughes,Matt Serra,win,loss,Decision,Unanimous,3,5:00
4/10/10,Matt Hughes,Renzo Gracie,win,loss,TKO,Punches,3,4:40
8/7/10,Matt Hughes,Ricardo Almeida,win,loss,Technical,Submission (Anaconda Choke,1,3:15
12/16/00,Matt Lindland,Yoji Anjo,win,loss,TKO,Punches,1,2:58
5/4/01,Matt Lindland,Ricardo Almeida,win,loss,DQ,Repeated Fouls,3,4:21
11/2/01,Matt Lindland,Phil Baroni,win,loss,Decision,Majority,3,5:00
3/22/02,Matt Lindland,Pat Miletich,win,loss,TKO,Punches,1,3:09
9/27/02,Matt Lindland,Ivan Salaverry,win,loss,Decision,Unanimous,3,5:00
2/28/03,Matt Lindland,Phil Baroni,win,loss,Decision,Unanimous,3,5:00
11/21/03,Matt Lindland,Falaniko Vitale,win,loss,TKO,Punches,3,4:23
4/16/05,Matt Lindland,Travis Lutter,win,loss,Submission,Guillotine Choke,2,3:32
8/20/05,Matt Lindland,Joe Doerksen,win,loss,Decision,Unanimous,3,5:00
12/5/09,Matt Mitrione,Marcus Jones,win,loss,KO,Punches,2,0:10
5/8/10,Matt Mitrione,Kevin Ferguson,win,loss,TKO,Punches,2,4:24
9/25/10,Matt Mitrione,Joey Beltran,win,loss,Decision,Unanimous,3,5:00
1/22/11,Matt Mitrione,Tim Hague,win,loss,TKO,Punches,1,2:59
6/26/11,Matt Mitrione,Christian Morecraft,win,loss,KO,Punches,2,4:28
4/6/13,Matt Mitrione,Philip De Fries,win,loss,KO,Punches,1,0:19
3/1/14,Matt Mitrione,Shawn Jordan,win,loss,KO,Punches,1,4:59
9/5/14,Matt Mitrione,Derrick Lewis,win,loss,KO,Punches,1,0:41
12/13/14,Matt Mitrione,Gabriel Gonzaga,win,loss,TKO,Punches,1,1:59
6/21/08,Matt Riddle,Dante Rivera,win,loss,Decision,Unanimous,3,5:00
2/7/09,Matt Riddle,Steve Bruno,win,loss,Decision,Unanimous,3,5:00
8/8/09,Matt Riddle,Dan Cramer,win,loss,Decision,Unanimous,3,5:00
3/27/10,Matt Riddle,Greg Soto,win,loss,DQ,Illegal Upkick,3,1:30
8/1/10,Matt Riddle,DaMarques Johnson,win,loss,TKO,Punches,2,4:29
2/4/12,Matt Riddle,Henry Martinez,win,loss,Decision,Split,3,5:00
7/21/12,Matt Riddle,Chris Clements,NC,NC,NC,Overturned by Commission,3,2:02
11/17/12,Matt Riddle,John Maguire,win,loss,Decision,Unanimous,3,5:00
2/16/13,Matt Riddle,Che Mills,NC,NC,NC,Overturned by Commission,3,5:00
9/28/01,Matt Serra,Yves Edwards,win,loss,Decision,Majority,3,5:00
3/22/02,Matt Serra,Kelly Dullanty,win,loss,Submission,Triangle Choke,1,2:58
1/31/04,Matt Serra,Jeff Curran,win,loss,Decision,Unanimous,3,5:00
6/19/04,Matt Serra,Ivan Menjivar,win,loss,Decision,Unanimous,3,5:00
11/11/06,Matt Serra,Chris Lytle,win,loss,Decision,Split,3,5:00
4/7/07,Matt Serra,Georges St. Pierre,win,loss,TKO,Punches,1,3:25
2/6/10,Matt Serra,Frank Trigg,win,loss,TKO,Punches,1,2:23
2/7/09,Matt Veach,Matt Grice,win,loss,TKO,Punches,1,4:34
6/23/07,Matt Wiman,Brian Geraghty,win,loss,TKO,Punches,1,2:09
9/22/07,Matt Wiman,Michihiro Omigawa,win,loss,Decision,Unanimous,3,5:00
1/23/08,Matt Wiman,Justin Buchholz,win,loss,Submission,Rear-Naked Choke,1,2:56
6/7/08,Matt Wiman,Thiago Tavares,win,loss,KO,Punches,2,1:57
12/12/09,Matt Wiman,Shane Nelson,win,loss,Decision,Unanimous,3,5:00
6/12/10,Matt Wiman,Mac Danzig,win,loss,Technical,Submission (Guillotine Choke,1,1:45
1/22/11,Matt Wiman,Cole Miller,win,loss,Decision,Unanimous,3,5:00
10/1/11,Matt Wiman,Mac Danzig,win,loss,Decision,Unanimous,3,5:00
9/29/12,Matt Wiman,Paul Sass,win,loss,Submission,Armbar,1,3:48
11/22/14,Matt Wiman,Isaac Vallie-Flagg,win,loss,Decision,Unanimous,3,5:00
7/27/97,Maurice Smith,Mark Coleman,win,loss,Decision,Unanimous,1,21:00
10/17/97,Maurice Smith,David Abbott,win,loss,Submission,Punches,1,8:08
7/16/99,Maurice Smith,Marco Ruas,win,loss,TKO,Corner Stoppage,1,5:00
9/22/00,Maurice Smith,Bobby Hoffman,win,loss,Decision,Majority,3,5:00
1/17/09,Mauricio Rua,Mark Coleman,win,loss,TKO,Punches,3,4:36
4/18/09,Mauricio Rua,Chuck Liddell,win,loss,TKO,Punches,1,4:28
5/8/10,Mauricio Rua,Lyoto Machida,win,loss,KO,Punches,1,3:35
8/27/11,Mauricio Rua,Forrest Griffin,win,loss,KO,Punches,1,1:53
8/4/12,Mauricio Rua,Brandon Vera,win,loss,TKO,Punches,4,4:09
12/7/13,Mauricio Rua,James Te Huna,win,loss,KO,Punch,1,1:03
8/1/15,Mauricio Rua,Antonio Rogerio Nogueira,win,loss,Decision,Unanimous,3,5:00
6/1/12,Max Holloway,Pat Schilling,win,loss,Decision,Unanimous,3,5:00
8/11/12,Max Holloway,Justin Lawrence,win,loss,TKO,Punches,2,4:49
12/29/12,Max Holloway,Leonard Garcia,win,loss,Decision,Split,3,5:00
1/4/14,Max Holloway,Will Chope,win,loss,TKO,Punches,2,2:27
4/26/14,Max Holloway,Andre Fili,win,loss,Submission,Guillotine Choke,3,3:39
8/23/14,Max Holloway,Clay Collard,win,loss,TKO,Punches,3,3:47
10/4/14,Max Holloway,Akira Corassani,win,loss,KO,Punches,1,3:11
2/14/15,Max Holloway,Cole Miller,win,loss,Decision,Unanimous,3,5:00
4/18/15,Max Holloway,Cub Swanson,win,loss,Submission,Guillotine Choke,3,3:58
8/23/15,Max Holloway,Charles Oliveira,win,loss,TKO,Esophagus Injury,1,1:39
12/12/15,Max Holloway,Jeremy Stephens,win,loss,Decision,Unanimous,3,5:00
4/13/13,Maximo Blanco,Sam Sicilia,win,loss,Decision,Unanimous,3,5:00
5/31/14,Maximo Blanco,Andy Ogle,win,loss,Decision,Unanimous,3,5:00
9/20/14,Maximo Blanco,Daniel Hooker,win,loss,Decision,Unanimous,3,5:00
7/12/15,Maximo Blanco,Mike de la Torre,win,loss,TKO,Punches,1,0:16
11/5/05,Melvin Guillard,Marcus Davis,win,loss,TKO,Cut,2,2:55
5/27/06,Melvin Guillard,Rick Davis,win,loss,KO,Punch,1,1:37
9/23/06,Melvin Guillard,Gabe Ruediger,win,loss,KO,Punch to the Body,2,1:01
7/5/08,Melvin Guillard,Dennis Siver,win,loss,TKO,Punches,1,0:36
6/20/09,Melvin Guillard,Gleison Tibau,win,loss,Decision,Split,3,5:00
2/6/10,Melvin Guillard,Ronys Torres,win,loss,Decision,Unanimous,3,5:00
5/29/10,Melvin Guillard,Waylon Lowe,win,loss,KO,Knee to the Body,1,3:28
9/25/10,Melvin Guillard,Jeremy Stephens,win,loss,Decision,Split,3,5:00
