event_date,f1name,f2name,f1result,f2result,method,method_d,round,time
3/27/10,Jon Fitch,Ben Saunders,win,loss,Decision,Unanimous,3,5:00
8/7/10,Jon Fitch,Thiago Alves,win,loss,Decision,Unanimous,3,5:00
2/27/11,Jon Fitch,B.J. Penn,draw,draw,Draw,Majority,3,5:00
10/13/12,Jon Fitch,Erick Silva,win,loss,Decision,Unanimous,3,5:00
4/7/95,Jon Hess,Andy Anderson,win,loss,TKO,Punches,1,1:23
8/9/08,Jon Jones,Andre Gusmao,win,loss,Decision,Unanimous,3,5:00
1/31/09,Jon Jones,Stephan Bonnar,win,loss,Decision,Unanimous,3,5:00
7/11/09,Jon Jones,Jake O'Brien,win,loss,Submission,Guillotine Choke,2,2:43
3/21/10,Jon Jones,Brandon Vera,win,loss,TKO,Elbows and Punches,1,3:19
8/1/10,Jon Jones,Vladimir Matyushenko,win,loss,TKO,Elbows,1,1:52
2/5/11,Jon Jones,Ryan Bader,win,loss,Submission,Guillotine Choke,2,4:20
3/19/11,Jon Jones,Mauricio Rua,win,loss,TKO,Punches and Knees,3,2:37
9/24/11,Jon Jones,Quinton Jackson,win,loss,Submission,Rear-Naked Choke,4,1:14
12/10/11,Jon Jones,Lyoto Machida,win,loss,Technical,Submission (Guillotine Choke,2,4:26
4/21/12,Jon Jones,Rashad Evans,win,loss,Decision,Unanimous,5,5:00
9/22/12,Jon Jones,Vitor Belfort,win,loss,Submission,Keylock,4,0:54
4/27/13,Jon Jones,Chael Sonnen,win,loss,TKO,Elbows and Punches,1,4:33
9/21/13,Jon Jones,Alexander Gustafsson,win,loss,Decision,Unanimous,5,5:00
4/26/14,Jon Jones,Glover Teixeira,win,loss,Decision,Unanimous,5,5:00
1/3/15,Jon Jones,Daniel Cormier,win,loss,Decision,Unanimous,5,5:00
12/5/09,Jon Madsen,Justin Wren,win,loss,Decision,Split,3,5:00
4/10/10,Jon Madsen,Mostapha Al-Turk,win,loss,Decision,Unanimous,3,5:00
7/3/10,Jon Madsen,Karlos Vemola,win,loss,Decision,Unanimous,3,5:00
10/23/10,Jon Madsen,Gilbert Yvel,win,loss,TKO,Punches,1,1:48
11/10/12,Jon Tuck,Tiequan Zhang,win,loss,Decision,Unanimous,3,5:00
6/7/14,Jon Tuck,Jake Lindsey,win,loss,TKO,Submission to Heel Strikes,3,2:47
5/16/15,Jon Tuck,Tae Hyun Bang,win,loss,Submission,Rear-Naked Choke,1,3:56
12/4/10,Jonathan Brookins,Michael Johnson,win,loss,Decision,Unanimous,3,5:00
2/15/12,Jonathan Brookins,Vagner Rocha,win,loss,KO,Punches,1,1:32
10/3/05,Jonathan Goulet,Jay Hieron,win,loss,TKO,Doctor Stoppage,3,1:05
6/28/06,Jonathan Goulet,Luke Cummo,win,loss,Decision,Unanimous,3,5:00
12/8/07,Jonathan Goulet,Paul Georgieff,win,loss,Technical,Submission (Rear-Naked Choke,1,4:42
4/19/08,Jonathan Goulet,Kuniyoshi Hironaka,win,loss,TKO,Punches,2,2:07
4/2/04,Jonathan Wiezorek,Wade Shipp,win,loss,TKO,Punches,1,4:40
8/8/15,Jonathan Wilson,Chris Dempsey,win,loss,KO,Punches,1,0:50
3/16/13,Jordan Mein,Dan Miller,win,loss,TKO,Punches,1,4:42
4/19/14,Jordan Mein,Hernani Perpetuo,win,loss,Decision,Split,3,5:00
8/23/14,Jordan Mein,Mike Pyle,win,loss,TKO,Punches,1,1:12
9/23/06,Jorge Gurgel,Danny Abbadi,win,loss,Decision,Unanimous,3,5:00
7/7/07,Jorge Gurgel,Diego Saraiva,win,loss,Decision,Unanimous,3,5:00
3/1/08,Jorge Gurgel,John Halverson,win,loss,Decision,Unanimous,3,5:00
4/20/13,Jorge Masvidal,Tim Means,win,loss,Decision,Unanimous,3,5:00
7/27/13,Jorge Masvidal,Michael Chiesa,win,loss,Submission,Brabo Choke,2,4:59
4/19/14,Jorge Masvidal,Pat Healy,win,loss,Decision,Unanimous,3,5:00
7/26/14,Jorge Masvidal,Daron Cruickshank,win,loss,Decision,Unanimous,3,5:00
9/27/14,Jorge Masvidal,James Krause,win,loss,Decision,Unanimous,3,5:00
7/12/15,Jorge Masvidal,Cezar Ferreira,win,loss,KO,Elbows and Punches,1,4:22
9/26/03,Jorge Rivera,David Loiseau,win,loss,Decision,Unanimous,3,5:00
10/7/05,Jorge Rivera,Dennis Hallman,win,loss,Decision,Unanimous,3,5:00
11/11/06,Jorge Rivera,Edwin Dewees,win,loss,TKO,Punches,1,2:37
1/19/08,Jorge Rivera,Kendall Grove,win,loss,KO,Punches,1,1:20
4/1/09,Jorge Rivera,Nissen Osterneck,win,loss,Decision,Split,3,5:00
10/24/09,Jorge Rivera,Rob Kimmons,win,loss,TKO,Punches,3,1:53
3/31/10,Jorge Rivera,Nate Quarry,win,loss,TKO,Punches,2,0:29
1/20/12,Jorge Rivera,Eric Schafer,win,loss,TKO,Punches,2,1:31
6/28/06,Jorge Santiago,Justin Levens,win,loss,KO,Knee,1,2:13
6/6/15,Jose Alberto Quinonez,Leonardo Morales,win,loss,Submission,Rear-Naked Choke,1,2:34
4/30/11,Jose Aldo,Mark Hominick,win,loss,Decision,Unanimous,5,5:00
10/8/11,Jose Aldo,Kenny Florian,win,loss,Decision,Unanimous,5,5:00
1/14/12,Jose Aldo,Chad Mendes,win,loss,KO,Knee,1,4:59
2/2/13,Jose Aldo,Frankie Edgar,win,loss,Decision,Unanimous,5,5:00
8/3/13,Jose Aldo,Chan Sung Jung,win,loss,TKO,Punches,4,2:00
2/1/14,Jose Aldo,Ricardo Lamas,win,loss,Decision,Unanimous,5,5:00
10/25/14,Jose Aldo,Chad Mendes,win,loss,Decision,Unanimous,5,5:00
3/19/11,Joseph Benavidez,Ian Loveland,win,loss,Decision,Unanimous,3,5:00
8/14/11,Joseph Benavidez,Eddie Wineland,win,loss,Decision,Unanimous,3,5:00
3/3/12,Joseph Benavidez,Yasuhiro Urushitani,win,loss,TKO,Punches,2,0:11
2/2/13,Joseph Benavidez,Ian McCall,win,loss,Decision,Unanimous,3,5:00
4/20/13,Joseph Benavidez,Darren Uyenoyama,win,loss,KO,Punch to the Body,2,4:50
9/4/13,Joseph Benavidez,Jussier da Silva,win,loss,TKO,Knee to the Body and Punches,1,3:07
4/26/14,Joseph Benavidez,Tim Elliott,win,loss,Submission,Guillotine Choke,1,4:08
11/22/14,Joseph Benavidez,Dustin Ortiz,win,loss,Decision,Unanimous,3,5:00
5/23/15,Joseph Benavidez,John Moraga,win,loss,Decision,Unanimous,3,5:00
10/3/15,Joseph Benavidez,Ali Bagautinov,win,loss,Decision,Unanimous,3,5:00
2/6/16,Joseph Benavidez,Zach Makovsky,win,loss,Decision,Unanimous,3,5:00
3/14/15,Joseph Duffy,Jake Lindsey,win,loss,KO,Punch to the Body,1,1:47
7/18/15,Joseph Duffy,Ivan Jorge,win,loss,Submission,Triangle Choke,1,3:05
11/17/00,Josh Barnett,Gan McGee,win,loss,TKO,Punches,2,4:34
6/29/01,Josh Barnett,Semmy Schilt,win,loss,Submission,Armbar,1,4:21
11/2/01,Josh Barnett,Bobby Hoffman,win,loss,Submission,Punches,2,4:25
3/22/02,Josh Barnett,Randy Couture,win,loss,TKO,Punches,2,4:35
8/31/13,Josh Barnett,Frank Mir,win,loss,TKO,Knee,1,1:56
9/26/15,Josh Barnett,Roy Nelson,win,loss,Decision,Unanimous,5,5:00
4/9/05,Josh Koscheck,Chris Sanford,win,loss,KO,Punch,1,4:21
8/6/05,Josh Koscheck,Pete Spratt,win,loss,Submission,Rear-Naked Choke,1,1:53
4/6/06,Josh Koscheck,Ansar Chalangov,win,loss,Submission,Rear-Naked Choke,1,3:29
6/28/06,Josh Koscheck,Dave Menne,win,loss,Decision,Unanimous,3,5:00
8/17/06,Josh Koscheck,Jonathan Goulet,win,loss,Submission,Punches,1,4:10
12/13/06,Josh Koscheck,Jeff Joslin,win,loss,Decision,Unanimous,3,5:00
4/7/07,Josh Koscheck,Diego Sanchez,win,loss,Decision,Unanimous,3,5:00
3/1/08,Josh Koscheck,Dustin Hazelett,win,loss,TKO,Head Kick and Punches,2,1:24
7/5/08,Josh Koscheck,Chris Lytle,win,loss,Decision,Unanimous,3,5:00
12/10/08,Josh Koscheck,Yoshiyuki Yoshida,win,loss,KO,Punch,1,2:15
9/19/09,Josh Koscheck,Frank Trigg,win,loss,TKO,Punches,1,1:25
11/21/09,Josh Koscheck,Anthony Johnson,win,loss,Submission,Rear-Naked Choke,2,4:47
5/8/10,Josh Koscheck,Paul Daley,win,loss,Decision,Unanimous,3,5:00
9/24/11,Josh Koscheck,Matt Hughes,win,loss,KO,Punches,1,4:59
2/4/12,Josh Koscheck,Mike Pierce,win,loss,Decision,Split,3,5:00
1/16/06,Josh Neer,Melvin Guillard,win,loss,Submission,Triangle Choke,1,4:20
4/6/06,Josh Neer,Joe Stevenson,win,loss,Decision,Unanimous,3,5:00
4/2/08,Josh Neer,Din Thomas,win,loss,Decision,Unanimous,3,5:00
2/7/09,Josh Neer,Mac Danzig,win,loss,Submission,Triangle Choke,2,3:36
10/1/11,Josh Neer,Keith Wisniewski,win,loss,TKO,Doctor Stoppage,2,5:00
1/20/12,Josh Neer,Duane Ludwig,win,loss,Technical,Submission (Guillotine Choke,1,3:04
4/13/13,Josh Samman,Kevin Casey,win,loss,TKO,Knees,2,2:17
12/6/14,Josh Samman,Eddie Gordon,win,loss,KO,Head Kick,2,3:08
7/12/15,Josh Samman,Caio Magalhaes,win,loss,Submission,Rear-Naked Choke,1,2:52
11/30/13,Josh Sampo,Ryan Benoit,win,loss,Submission,Rear-Naked Choke,2,4:31
9/26/03,Josh Thomson,Gerald Strebendt,win,loss,KO,Punches,1,2:45
1/31/04,Josh Thomson,Hermes Franca,win,loss,Decision,Unanimous,3,5:00
4/20/13,Josh Thomson,Nate Diaz,win,loss,TKO,Head Kick and Punches,2,3:44
11/5/05,Joshua Burkman,Sam Morgan,win,loss,KO,Slam,1,0:21
1/16/06,Joshua Burkman,Drew Fickett,win,loss,Submission,Guillotine Choke,1,1:07
7/8/06,Joshua Burkman,Josh Neer,win,loss,Decision,Unanimous,3,5:00
1/25/07,Joshua Burkman,Chad Reiner,win,loss,Decision,Unanimous,3,5:00
10/20/07,Joshua Burkman,Forrest Petz,win,loss,Decision,Split,3,5:00
2/6/16,Joshua Burkman,K.J. Noons,win,loss,Decision,Unanimous,3,5:00
12/11/15,Julian Erosa,Marcin Wrzosek,win,loss,Decision,Split,3,5:00
11/8/14,Juliana Lima,Nina Ansaroff,win,loss,Decision,Unanimous,3,5:00
5/30/15,Juliana Lima,Ericka Almeida,win,loss,Decision,Unanimous,3,5:00
11/30/13,Julianna Pena,Jessica Rakoczy,win,loss,TKO,Punches,1,4:59
4/4/15,Julianna Pena,Milana Dudieva,win,loss,TKO,Punches and Elbows,1,3:59
10/3/15,Julianna Pena,Jessica Eye,win,loss,Decision,Unanimous,3,5:00
12/13/08,Junie Allen Browning,David Kaplan,win,loss,Submission,Armbar,2,1:32
4/21/07,Junior Assuncao,David Lee,win,loss,Submission,Rear-Naked Choke,2,1:55
9/24/11,Junior Assuncao,Eddie Yagin,win,loss,Decision,Unanimous,3,5:00
10/25/08,Junior dos Santos,Fabricio Werdum,win,loss,TKO,Punches,1,1:21
2/21/09,Junior dos Santos,Stefan Struve,win,loss,TKO,Punches,1,0:54
9/19/09,Junior dos Santos,Mirko Filipovic,win,loss,Submission,Punch,3,2:00
1/2/10,Junior dos Santos,Gilbert Yvel,win,loss,TKO,Punches,1,2:07
3/21/10,Junior dos Santos,Gabriel Gonzaga,win,loss,TKO,Punches,1,3:53
8/7/10,Junior dos Santos,Roy Nelson,win,loss,Decision,Unanimous,3,5:00
6/11/11,Junior dos Santos,Shane Carwin,win,loss,Decision,Unanimous,3,5:00
11/12/11,Junior dos Santos,Cain Velasquez,win,loss,KO,Punches,1,1:04
5/26/12,Junior dos Santos,Frank Mir,win,loss,TKO,Punches,2,3:04
5/25/13,Junior dos Santos,Mark Hunt,win,loss,KO,Spinning Hook Kick,3,4:18
12/13/14,Junior dos Santos,Stipe Miocic,win,loss,Decision,Unanimous,5,5:00
5/18/13,Jussier da Silva,Chris Cariaso,win,loss,Decision,Unanimous,3,5:00
3/23/14,Jussier da Silva,Scott Jorgensen,win,loss,Submission,Rear-Naked Choke,1,3:07
8/16/14,Jussier da Silva,Zach Makovsky,win,loss,Decision,Unanimous,3,5:00
5/30/15,Jussier da Silva,Wilson Reis,win,loss,Decision,Unanimous,3,5:00
7/5/08,Justin Buchholz,Corey Hill,win,loss,Submission,Rear-Naked Choke,2,3:57
9/17/11,Justin Edwards,Jorge Lopez,win,loss,Decision,Unanimous,3,5:00
10/5/12,Justin Edwards,Josh Neer,win,loss,Technical,Submission (Guillotine Choke,1,0:45
8/21/04,Justin Eilers,Mike Kyle,win,loss,KO,Punch,1,1:14
6/1/12,Justin Lawrence,John Cofer,win,loss,KO,Head Kick,3,0:19
2/7/97,Justin Martin,Eric Martin,win,loss,Submission,Heel Hook,1,0:14
4/5/07,Justin McCully,Antoni Hardonk,win,loss,Decision,Unanimous,3,5:00
12/10/08,Justin McCully,Eddie Sanchez,win,loss,Decision,Unanimous,3,5:00
2/15/12,Justin Salas,Anton Kuivanen,win,loss,Decision,Unanimous,3,5:00
7/27/13,Justin Salas,Aaron Riley,win,loss,Decision,Split,3,5:00
5/10/14,Justin Salas,Ben Wall,win,loss,KO,Punches,1,2:21
12/7/13,Justin Scoggins,Richie Vaculik,win,loss,TKO,Punches,1,4:43
3/15/14,Justin Scoggins,Will Campuzano,win,loss,Decision,Unanimous,3,5:00
5/23/15,Justin Scoggins,Josh Sampo,win,loss,Decision,Unanimous,3,5:00
2/6/16,Justin Scoggins,Ray Borg,win,loss,Decision,Unanimous,3,5:00
1/2/16,Justine Kish,Nina Ansaroff,win,loss,Decision,Unanimous,3,5:00
9/28/01,Jutaro Nakao,Tony DeSouza,win,loss,KO,Punch,2,0:15
10/19/13,K.J. Noons,George Sotiropoulos,win,loss,Decision,Unanimous,3,5:00
4/16/14,K.J. Noons,Sam Stout,win,loss,KO,Punches,1,0:30
12/10/15,Kailin Curran,Emily Kagan,win,loss,Submission,Rear-Naked Choke,2,4:13
5/16/15,Kajan Johnson,Lipeng Zhang,win,loss,Decision,Unanimous,3,5:00
9/26/15,Kajan Johnson,Naoyuki Kotani,win,loss,Decision,Unanimous,3,5:00
6/24/06,Kalib Starnes,Danny Abbadi,win,loss,Submission,Rear-Naked Choke,1,2:56
5/26/07,Kalib Starnes,Chris Leben,win,loss,Decision,Unanimous,3,5:00
7/12/15,Kamaru Usman,Hayder Hassan,win,loss,Submission,Arm-Triangle Choke,2,1:19
12/19/15,Kamaru Usman,Leon Edwards,win,loss,Decision,Unanimous,3,5:00
11/13/10,Karlos Vemola,Seth Petruzelli,win,loss,TKO,Punches and Elbows,1,3:46
5/5/12,Karlos Vemola,Mike Massenzio,win,loss,Submission,Rear-Naked Choke,2,1:07
9/26/03,Karo Parisyan,Dave Strasser,win,loss,Submission,Kimura,1,3:52
8/21/04,Karo Parisyan,Nick Diaz,win,loss,Decision,Split,3,5:00
2/5/05,Karo Parisyan,Chris Lytle,win,loss,Decision,Unanimous,3,5:00
6/4/05,Karo Parisyan,Matt Serra,win,loss,Decision,Unanimous,3,5:00
4/15/06,Karo Parisyan,Nick Thompson,win,loss,Submission,Punches,1,4:44
12/13/06,Karo Parisyan,Drew Fickett,win,loss,Decision,Unanimous,3,5:00
5/26/07,Karo Parisyan,Joshua Burkman,win,loss,Decision,Unanimous,3,5:00
11/17/07,Karo Parisyan,Ryo Chonan,win,loss,Decision,Unanimous,3,5:00
1/31/09,Karo Parisyan,Dong Hyun Kim,NC,NC,No,Decision (Overturned by NSAC,3,5:00
12/19/15,Karolina Kowalkiewicz,Randa Markos,win,loss,Decision,Unanimous,3,5:00
1/4/14,Katsunori Kikuno,Quinn Mulhern,win,loss,Decision,Unanimous,3,5:00
9/20/14,Katsunori Kikuno,Sam Sicilia,win,loss,Submission,Rear-Naked Choke,2,1:38
3/3/13,Kazuki Tokudome,Cristiano Marcello,win,loss,Decision,Unanimous,3,5:00
2/7/97,Kazuo Takahashi,Wallid Ismail,win,loss,Decision,Unanimous,1,15:00
9/26/15,Keita Nakamura,Jingliang Li,win,loss,Technical,Submission (Rear-Naked Choke,3,2:17
9/9/94,Keith Hackney,Emmanuel Yarborough,win,loss,TKO,Punches,1,1:59
12/16/94,Keith Hackney,Joe Son,win,loss,Submission,Choke,1,2:44
11/5/05,Keith Jardine,Kerry Schall,win,loss,TKO,Leg Kicks,2,3:28
2/4/06,Keith Jardine,Mike Whitehead,win,loss,Decision,Unanimous,3,5:00
6/24/06,Keith Jardine,Wilson Gouveia,win,loss,Decision,Unanimous,3,5:00
12/30/06,Keith Jardine,Forrest Griffin,win,loss,TKO,Punches,1,4:41
9/22/07,Keith Jardine,Chuck Liddell,win,loss,Decision,Split,3,5:00
10/18/08,Keith Jardine,Brandon Vera,win,loss,Decision,Split,3,5:00
11/21/03,Keith Rockel,Chris Liguori,win,loss,Submission,Guillotine Choke,1,3:29
4/13/13,Kelvin Gastelum,Uriah Hall,win,loss,Decision,Split,3,5:00
8/28/13,Kelvin Gastelum,Brian Melancon,win,loss,Submission,Rear-Naked Choke,1,2:26
3/15/14,Kelvin Gastelum,Rick Story,win,loss,Decision,Split,3,5:00
6/28/14,Kelvin Gastelum,Nicholas Musoke,win,loss,Decision,Unanimous,3,5:00
11/15/14,Kelvin Gastelum,Jake Ellenberger,win,loss,Submission,Rear-Naked Choke,1,4:46
6/13/15,Kelvin Gastelum,Nate Marquardt,win,loss,TKO,Corner Stoppage,2,5:00
11/12/93,Ken Shamrock,Patrick Smith,win,loss,Submission,Heel Hook,1,1:49
9/9/94,Ken Shamrock,Felix Mitchell,win,loss,Submission,Rear-Naked Choke,1,4:34
9/9/94,Ken Shamrock,Christophe Leninger,win,loss,Submission,Punches,1,4:49
4/7/95,Ken Shamrock,Royce Gracie,draw,draw,Draw,,1,36:00:00
7/14/95,Ken Shamrock,Dan Severn,win,loss,Submission,Guillotine Choke,1,2:14
9/8/95,Ken Shamrock,Oleg Taktarov,draw,draw,Draw,,1,33:00:00
2/16/96,Ken Shamrock,Kimo Leopoldo,win,loss,Submission,Kneebar,1,4:24
12/7/96,Ken Shamrock,Brian Johnston,win,loss,Submission,Forearm Choke,1,5:48
6/19/04,Ken Shamrock,Kimo Leopoldo,win,loss,KO,Knee,1,1:26
9/17/11,Ken Stone,Donny Walker,win,loss,Technical,Submission (Rear-Naked Choke,1,2:40
6/22/12,Ken Stone,Dustin Pague,win,loss,Decision,Split,3,5:00
6/24/06,Kendall Grove,Ed Herman,win,loss,Decision,Unanimous,3,5:00
10/10/06,Kendall Grove,Chris Price,win,loss,Submission,Elbows,1,3:59
4/7/07,Kendall Grove,Alan Belcher,win,loss,Submission,Brabo Choke,2,4:42
6/21/08,Kendall Grove,Evan Tanner,win,loss,Decision,Split,3,5:00
3/7/09,Kendall Grove,Jason Day,win,loss,TKO,Punches and Elbows,1,1:32
11/21/09,Kendall Grove,Jake Rosholt,win,loss,Submission,Triangle Choke,1,3:59
7/3/10,Kendall Grove,Goran Reljic,win,loss,Decision,Split,3,5:00
8/6/05,Kenny Florian,Alex Karalexis,win,loss,TKO,Doctor Stoppage,2,2:52
11/5/05,Kenny Florian,Kit Cope,win,loss,Submission,Rear-Naked Choke,2,0:37
6/24/06,Kenny Florian,Sam Stout,win,loss,Submission,Rear-Naked Choke,1,1:46
4/5/07,Kenny Florian,Dokonjonosuke Mishima,win,loss,Submission,Rear-Naked Choke,3,3:57
7/7/07,Kenny Florian,Alvin Robinson,win,loss,Submission,Punches,1,4:30
9/19/07,Kenny Florian,Din Thomas,win,loss,Submission,Rear-Naked Choke,1,4:31
4/2/08,Kenny Florian,Joe Lauzon,win,loss,TKO,Punches and Elbows,2,3:28
8/9/08,Kenny Florian,Roger Huerta,win,loss,Decision,Unanimous,3,5:00
11/15/08,Kenny Florian,Joe Stevenson,win,loss,Submission,Rear-Naked Choke,1,4:03
12/12/09,Kenny Florian,Clay Guida,win,loss,Submission,Rear-Naked Choke,2,2:19
3/31/10,Kenny Florian,Takanori Gomi,win,loss,Submission,Rear-Naked Choke,3,2:52
6/11/11,Kenny Florian,Diego Nunes,win,loss,Decision,Unanimous,3,5:00
2/23/13,Kenny Robertson,Brock Jardine,win,loss,Submission,Kneebar,1,2:57
3/23/14,Kenny Robertson,Thiago de Oliveira Perpetuo,win,loss,Submission,Rear-Naked Choke,1,1:45
7/5/14,Kenny Robertson,Ildemar Alcantara,win,loss,Decision,Unanimous,3,5:00
1/24/15,Kenny Robertson,Sultan Aliev,win,loss,KO,Punches,1,2:42
6/7/08,Kevin Burns,Roan Carneiro,win,loss,Submission,Triangle Choke,2,2:53
7/19/08,Kevin Burns,Anthony Johnson,win,loss,TKO,Eye Injury,3,3:35
7/5/14,Kevin Casey,Bubba Bush,NC,NC,NC,Overturned by Nevada Athletic Commission,1,1:01
7/15/15,Kevin Casey,Ildemar Alcantara,win,loss,Decision,Unanimous,3,5:00
12/10/15,Kevin Casey,Antonio Carlos Jr.,NC,NC,NC,Accidental Eye Poke,1,0:11
12/5/09,Kevin Ferguson,Houston Alexander,win,loss,Decision,Unanimous,3,5:00
7/27/97,Kevin Jackson,Tony Fryklund,win,loss,Submission,Rear-Naked Choke,1,0:44
7/27/97,Kevin Jackson,Todd Butler,win,loss,Submission,Punches,1,1:27
7/6/14,Kevin Lee,Jesse Ronson,win,loss,Decision,Split,3,5:00
9/27/14,Kevin Lee,Jon Tuck,win,loss,Decision,Unanimous,3,5:00
2/14/15,Kevin Lee,Michel Richard Cunha dos Prazeres,win,loss,Decision,Unanimous,3,5:00
7/15/15,Kevin Lee,James Moontasri,win,loss,Submission,Rear-Naked Choke,1,2:56
3/5/99,Kevin Randleman,Maurice Smith,win,loss,Decision,Unanimous,1,15:00
6/9/00,Kevin Randleman,Pedro Rizzo,win,loss,Decision,Unanimous,5,5:00
1/11/02,Kevin Randleman,Renato Sobral,win,loss,Decision,Unanimous,3,5:00
11/12/93,Kevin Rosier,Zane Frazier,win,loss,TKO,Punches,1,4:20
1/20/12,Khabib Nurmagomedov,Kamal Shalorus,win,loss,Submission,Rear-Naked Choke,3,2:08
7/7/12,Khabib Nurmagomedov,Gleison Tibau,win,loss,Decision,Unanimous,3,5:00
1/19/13,Khabib Nurmagomedov,Thiago Tavares,win,loss,TKO,Punches and Elbows,1,1:55
5/25/13,Khabib Nurmagomedov,Abel Trujillo,win,loss,Decision,Unanimous,3,5:00
9/21/13,Khabib Nurmagomedov,Pat Healy,win,loss,Decision,Unanimous,3,5:00
4/19/14,Khabib Nurmagomedov,Rafael dos Anjos,win,loss,Decision,Unanimous,3,5:00
1/4/14,Kiichi Kunimoto,Luiz Jorge Dutra Jr.,win,loss,DQ,Elbows to Back of Head,1,2:57
6/14/14,Kiichi Kunimoto,Daniel Sarafian,win,loss,Submission,Rear-Naked Choke,1,2:52
9/20/14,Kiichi Kunimoto,Richard Walsh,win,loss,Decision,Split,3,5:00
12/7/96,Kimo Leopoldo,Paul Varelans,win,loss,TKO,Corner Stoppage,1,9:08
6/6/03,Kimo Leopoldo,David Abbott,win,loss,Submission,Arm Triangle Choke,1,1:59
12/7/13,Krzysztof Jotko,Bruno Santos,win,loss,Decision,Unanimous,3,5:00
10/4/14,Krzysztof Jotko,Tor Troeng,win,loss,Decision,Unanimous,3,5:00
10/24/15,Krzysztof Jotko,Scott Askham,win,loss,Decision,Split,3,5:00
12/13/08,Krzysztof Soszynski,Shane Primm,win,loss,Submission,Kimura,2,3:27
4/18/09,Krzysztof Soszynski,Brian Stann,win,loss,Submission,Kimura,1,3:53
5/23/09,Krzysztof Soszynski,Andre Gusmao,win,loss,KO,Punches,1,3:17
2/20/10,Krzysztof Soszynski,Stephan Bonnar,win,loss,TKO,Doctor Stoppage,3,1:04
11/13/10,Krzysztof Soszynski,Goran Reljic,win,loss,Decision,Unanimous,3,5:00
6/11/11,Krzysztof Soszynski,Mike Massenzio,win,loss,Decision,Unanimous,3,5:00
4/5/07,Kuniyoshi Hironaka,Forrest Petz,win,loss,Decision,Unanimous,3,5:00
10/14/06,Kurt Pellegrino,Junior Assuncao,win,loss,Submission,Rear-Naked Choke,1,2:04
4/5/07,Kurt Pellegrino,Nate Mohr,win,loss,Submission,Achilles Lock,1,2:58
1/23/08,Kurt Pellegrino,Alberto Crane,win,loss,TKO,Punches,2,1:55
9/6/08,Kurt Pellegrino,Thiago Tavares,win,loss,Decision,Unanimous,3,5:00
2/7/09,Kurt Pellegrino,Robert Emerson,win,loss,Submission,Rear-Naked Choke,2,3:14
8/8/09,Kurt Pellegrino,Josh Neer,win,loss,Decision,Unanimous,3,5:00
3/27/10,Kurt Pellegrino,Fabricio Camoes,win,loss,Submission,Rear-Naked Choke,2,4:20
5/23/09,Kyle Bradley,Phillipe Nover,win,loss,TKO,Punches,1,1:03
10/24/09,Kyle Kingsbury,Razak Al-Hassan,win,loss,Decision,Split,3,5:00
9/15/10,Kyle Kingsbury,Jared Hamman,win,loss,Decision,Unanimous,3,5:00
2/5/11,Kyle Kingsbury,Ricardo Romero,win,loss,TKO,Knee to the Body and Punches,1,0:21
6/4/11,Kyle Kingsbury,Fabio Maldonado,win,loss,Decision,Unanimous,3,5:00
6/19/10,Kyle Noke,Josh Bryant,win,loss,TKO,Punches,2,3:12
11/13/10,Kyle Noke,Rob Kimmons,win,loss,Submission,Rear-Naked Choke,2,1:33
2/27/11,Kyle Noke,Chris Camozzi,win,loss,Submission,Rear-Naked Choke,1,1:35
9/22/12,Kyle Noke,Charlie Brenneman,win,loss,TKO,Punches,1,0:45
5/10/15,Kyle Noke,Jonavin Webb,win,loss,Decision,Split,3,5:00
11/14/15,Kyle Noke,Peter Sobotta,win,loss,TKO,Body Kick and Punches,1,2:01
12/4/10,Kyle Watson,Sako Chivitchyan,win,loss,Decision,Unanimous,3,5:00
10/19/13,Kyoji Horiguchi,Dustin Pague,win,loss,TKO,Punches,2,3:51
5/10/14,Kyoji Horiguchi,Darrell Montague,win,loss,Decision,Unanimous,3,5:00
9/20/14,Kyoji Horiguchi,Jon delos Reyes,win,loss,TKO,Punches,1,3:48
1/3/15,Kyoji Horiguchi,Louis Gaudinot,win,loss,Decision,Unanimous,3,5:00
9/26/15,Kyoji Horiguchi,Chico Camus,win,loss,Decision,Unanimous,3,5:00
1/4/14,Kyung Ho Kang,Shunichi Shimizu,win,loss,Submission,Arm-Triangle Choke,3,3:53
9/20/14,Kyung Ho Kang,Michinori Tanaka,win,loss,Decision,Split,3,5:00
9/17/11,Lance Benoist,Matt Riddle,win,loss,Decision,Unanimous,3,5:00
6/7/14,Lance Benoist,Bobby Voelker,win,loss,Decision,Unanimous,3,5:00
3/10/00,Lance Gibson,Jermaine Andre,win,loss,KO,Knee,3,3:35
2/21/16,Lauren Murphy,Kelly Faszholz,win,loss,TKO,Elbows and Punches,3,4:55
1/28/12,Lavar Johnson,Joey Beltran,win,loss,KO,Punches,1,4:24
5/5/12,Lavar Johnson,Pat Barry,win,loss,TKO,Punches,1,4:38
3/13/98,LaVerne Clark,Josh Stuart,win,loss,TKO,Punches,1,1:15
1/8/99,LaVerne Clark,Frank Caracci,win,loss,Submission,Strikes,1,6:52
5/7/99,LaVerne Clark,Fabiano Iha,win,loss,TKO,Doctor Stoppage,1,1:31
4/14/00,LaVerne Clark,Koji Oishi,win,loss,Decision,Majority,3,5:00
7/6/14,Leandro Issa,Jumabieke Tuerxun,win,loss,Submission,Armbar,3,3:49
